"customer_id","customer_name","address_line_1","city","state_province","postal_code","order_id","order_date","customer_id","order_id","product_id","quantity","product_id","product_name","product_price","total_amount","order_year_month","order_month"
370,Darby Tesseyman,"7468 Jackson Circle",Albany,NY ,"12210",1068,2019-05-27,370,1068,106,7,106,Great value Juice,$1.99,$13.93,"2019-05",May 
329,Eleanore Frodsam,"0 Anthes Hill",Fresno,CA ,"93726",1069,2019-07-10,329,1069,108,1,108,Printer,$59.99,$59.99,"2019-07",July 
55,Field Freathy,"911 Daystar Point",Corona,CA ,"92883",1070,2019-06-15,55,1070,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-06",June 
379,Federica Flacknell,"92422 Claremont Point",Chicago,IL ,"60669",1071,2019-12-20,379,1071,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-12",December 
274,Alastair Pinilla,"1 Burning Wood Avenue",Austin,TX ,"78703",1072,2019-07-28,274,1072,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-07",July 
337,Nev Farraway,"93418 Colorado Trail",Naperville,IL ,"60567",1073,2019-04-07,337,1073,106,4,106,Great value Juice,$1.99,$7.96,"2019-04",April 
129,Sabrina Espie,"812 International Park",Philadelphia,PA ,"19125",1074,2019-06-24,129,1074,107,8,107,Dove deodorant,$3.99,$31.92,"2019-06",June 
205,Gratiana Wasiela,"536 3rd Place",Salt Lake City,UT ,"84199",1075,2019-11-05,205,1075,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-11",November 
17,Carr Giacopazzi,"9 Old Gate Park",San Antonio,TX ,"78235",1076,2019-06-28,17,1076,106,6,106,Great value Juice,$1.99,$11.94,"2019-06",June 
206,Del Surgen,"88 Ridge Oak Court",Stockton,CA ,"95210",1077,2019-08-28,206,1077,104,1,104,Desk,$85.98,$85.98,"2019-08",August  
236,Virge Noble,"76 Kipling Junction",Miami,FL ,"33129",1078,2019-07-06,236,1078,102,1,102,Apple Laptop,$988.72,$988.72,"2019-07",July 
140,Marji Mairs,"1861 Forest Center",Lynchburg,VA ,"24515",1079,2019-02-22,140,1079,104,1,104,Desk,$85.98,$85.98,"2019-02",February 
94,Karena Tireman,"76 Nova Lane",Lafayette,IN ,"47905",1080,2020-01-05,94,1080,105,1,105,Office Chair,$55.99,$55.99,"2020-01",January 
274,Alastair Pinilla,"1 Burning Wood Avenue",Austin,TX ,"78703",1081,2019-03-17,274,1081,102,1,102,Apple Laptop,$988.72,$988.72,"2019-03",March 
280,Welbie MacDirmid,"97512 Starling Lane",Brooklyn,NY ,"11215",1082,2019-10-18,280,1082,105,1,105,Office Chair,$55.99,$55.99,"2019-10",October 
256,Hurlee Newby,"52 Waxwing Park",Nashville,TN ,"37228",1083,2020-02-18,256,1083,104,1,104,Desk,$85.98,$85.98,"2020-02",February 
86,Caryn MacClay,"1900 Wayridge Center",Charlotte,NC ,"28215",1084,2019-12-06,86,1084,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-12",December 
21,Corinne Rummin,"3386 Mesta Junction",Lawrenceville,GA ,"30245",1085,2019-03-06,21,1085,104,2,104,Desk,$85.98,$171.96,"2019-03",March 
38,Frederik Stallard,"1183 Pearson Alley",Youngstown,OH ,"44511",1086,2019-07-30,38,1086,102,1,102,Apple Laptop,$988.72,$988.72,"2019-07",July 
142,Joeann Toping,"525 Bashford Terrace",Denton,TX ,"76205",1087,2020-02-12,142,1087,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2020-02",February 
377,Twyla De Biasio,"2 Mesta Court",Washington,DC ,"20566",1088,2019-07-05,377,1088,108,1,108,Printer,$59.99,$59.99,"2019-07",July 
40,Ramona Fanshawe,"1 Arkansas Trail",Richmond,VA ,"23228",1089,2019-11-24,40,1089,105,1,105,Office Chair,$55.99,$55.99,"2019-11",November 
214,Lucho Clace,"8104 Talmadge Terrace",Jamaica,NY ,"11470",1090,2019-10-06,214,1090,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-10",October 
140,Marji Mairs,"1861 Forest Center",Lynchburg,VA ,"24515",1091,2019-04-16,140,1091,106,1,106,Great value Juice,$1.99,$1.99,"2019-04",April 
53,Rosana Poole,"17 Jenna Lane",Syracuse,NY ,"13224",1092,2019-11-04,53,1092,108,1,108,Printer,$59.99,$59.99,"2019-11",November 
264,Gladi Cormode,"8 Stephen Terrace",Birmingham,AL ,"35285",1093,2019-07-29,264,1093,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-07",July 
390,Page Heatlie,"863 Rutledge Crossing",Sacramento,CA ,"94237",1094,2019-06-04,390,1094,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-06",June 
296,Garth Blanshard,"4065 Ilene Junction",Springfield,IL ,"62711",1095,2019-08-16,296,1095,106,4,106,Great value Juice,$1.99,$7.96,"2019-08",August  
271,Jamal Bolte,"34483 Merry Circle",Juneau,AK ,"99812",1096,2019-10-28,271,1096,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-10",October 
59,Dorian Osanne,"54 Duke Hill",Houston,TX ,"77075",1097,2019-04-19,59,1097,105,1,105,Office Chair,$55.99,$55.99,"2019-04",April 
293,Audre Mathias,"3 Holy Cross Street",Albuquerque,NM ,"87121",1098,2019-06-14,293,1098,105,2,105,Office Chair,$55.99,$111.98,"2019-06",June 
381,Huntlee Leppingwell,"3823 David Street",Washington,DC ,"20337",1099,2019-07-01,381,1099,107,1,107,Dove deodorant,$3.99,$3.99,"2019-07",July 
363,Waylin Skowcraft,"39 Farmco Avenue",Des Moines,IA ,"50393",1100,2020-01-08,363,1100,110,1,110,Apple iPad Mini,$329.99,$329.99,"2020-01",January 
164,Celie Farloe,"7632 Fairview Street",Charlotte,NC ,"28230",1101,2019-12-05,164,1101,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-12",December 
26,Anthea Cripin,"8699 Garrison Center",Jersey City,NJ ,"07310",1102,2019-12-10,26,1102,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-12",December 
84,Oby Treppas,"8 Ohio Alley",New York City,NY ,"10105",1103,2019-12-23,84,1103,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-12",December 
74,Kristal Trafford,"25899 Ilene Plaza",Fresno,CA ,"93762",1104,2019-04-10,74,1104,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-04",April 
168,Lindi Harlin,"0 Schlimgen Crossing",New York City,NY ,"10060",1105,2019-06-22,168,1105,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-06",June 
267,Arvie Baxstare,"08 Loeprich Court",Reno,NV ,"89550",1106,2019-08-07,267,1106,107,6,107,Dove deodorant,$3.99,$23.94,"2019-08",August  
338,Oralia Wedlock,"2649 Westport Circle",Toledo,OH ,"43699",1107,2019-03-17,338,1107,103,2,103,Apple iPhone X,$694.97,"$1,389.94","2019-03",March 
106,Alison Batterton,"489 Erie Hill",Richmond,VA ,"23293",1108,2019-04-05,106,1108,106,8,106,Great value Juice,$1.99,$15.92,"2019-04",April 
364,Virginia Smewin,"922 Cottonwood Place",Birmingham,AL ,"35242",1109,2019-12-23,364,1109,104,1,104,Desk,$85.98,$85.98,"2019-12",December 
308,Ortensia Heardman,"61669 Columbus Junction",El Paso,TX ,"88553",1110,2019-08-01,308,1110,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-08",August  
313,Sofia Rau,"4668 Trailsway Crossing",Syracuse,NY ,"13210",1111,2019-04-01,313,1111,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-04",April 
364,Virginia Smewin,"922 Cottonwood Place",Birmingham,AL ,"35242",1112,2019-10-30,364,1112,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-10",October 
335,Estella Extence,"8 Golf View Hill",Washington,DC ,"20503",1113,2019-09-22,335,1113,105,2,105,Office Chair,$55.99,$111.98,"2019-09",September
90,Jacky Aherne,"62691 Ridgeview Trail",Maple Plain,MN ,"55572",1114,2020-02-17,90,1114,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2020-02",February 
211,Adella Moir,"39 Granby Street",El Paso,TX ,"79984",1115,2019-05-17,211,1115,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-05",May 
14,Don McIlheran,"2253 Oxford Trail",Harrisburg,PA ,"17140",1116,2019-06-18,14,1116,106,2,106,Great value Juice,$1.99,$3.98,"2019-06",June 
74,Kristal Trafford,"25899 Ilene Plaza",Fresno,CA ,"93762",1117,2019-10-08,74,1117,108,1,108,Printer,$59.99,$59.99,"2019-10",October 
305,Bibbye De Freyne,"0476 Prairie Rose Alley",San Antonio,TX ,"78240",1118,2019-08-22,305,1118,104,1,104,Desk,$85.98,$85.98,"2019-08",August  
294,Brittany Mccaull,"7221 Glendale Circle",San Francisco,CA ,"94132",1119,2019-05-26,294,1119,104,2,104,Desk,$85.98,$171.96,"2019-05",May 
139,Egon Humfrey,"33 Merrick Avenue",Oklahoma City,OK ,"73114",1120,2019-09-07,139,1120,105,2,105,Office Chair,$55.99,$111.98,"2019-09",September
110,Heinrick Wein,"489 Kinsman Point",Corpus Christi,TX ,"78410",1121,2019-12-11,110,1121,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-12",December 
183,Belicia Poytres,"2 Village Green Junction",Gilbert,AZ ,"85297",1122,2019-09-04,183,1122,102,2,102,Apple Laptop,$988.72,"$1,977.44","2019-09",September
281,Tedda Rake,"69612 Crest Line Way",Shreveport,LA ,"71161",1123,2019-08-29,281,1123,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-08",August  
290,Dianemarie Payze,"459 Meadow Vale Point",Jackson,MS ,"39210",1124,2019-04-18,290,1124,106,9,106,Great value Juice,$1.99,$17.91,"2019-04",April 
111,Yoko Avrahm,"9105 Crescent Oaks Terrace",Fresno,CA ,"93709",1125,2019-05-13,111,1125,106,6,106,Great value Juice,$1.99,$11.94,"2019-05",May 
115,Godiva Mees,"89 Warrior Alley",Denver,CO ,"80209",1126,2019-04-03,115,1126,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-04",April 
379,Federica Flacknell,"92422 Claremont Point",Chicago,IL ,"60669",1127,2020-02-05,379,1127,105,2,105,Office Chair,$55.99,$111.98,"2020-02",February 
70,Lark Battaille,"44 Killdeer Way",Sioux Falls,SD ,"57198",1128,2019-11-19,70,1128,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-11",November 
140,Marji Mairs,"1861 Forest Center",Lynchburg,VA ,"24515",1129,2019-08-01,140,1129,108,1,108,Printer,$59.99,$59.99,"2019-08",August  
50,Jonathon Goodbarr,"79 Vera Lane",Greensboro,NC ,"27415",1130,2019-03-08,50,1130,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-03",March 
263,Ketty Northrop,"76500 Warner Place",North Las Vegas,NV ,"89036",1131,2019-06-16,263,1131,107,8,107,Dove deodorant,$3.99,$31.92,"2019-06",June 
107,Rivi Kyndred,"4 Knutson Pass",New York City,NewYork ,"10045",1132,2019-06-20,107,1132,107,6,107,Dove deodorant,$3.99,$23.94,"2019-06",June 
205,Gratiana Wasiela,"536 3rd Place",Salt Lake City,UT ,"84199",1133,2019-12-21,205,1133,104,1,104,Desk,$85.98,$85.98,"2019-12",December 
59,Dorian Osanne,"54 Duke Hill",Houston,TX ,"77075",1134,2019-09-21,59,1134,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-09",September
283,Jamie Balmann,"2 Ronald Regan Street",White Plains,NY ,"10606",1135,2019-08-06,283,1135,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-08",August  
291,Jeanie Wells,"3 Sutteridge Trail",Washington,DC ,"20425",1136,2019-07-18,291,1136,106,8,106,Great value Juice,$1.99,$15.92,"2019-07",July 
55,Field Freathy,"911 Daystar Point",Corona,CA ,"92883",1137,2019-05-14,55,1137,103,2,103,Apple iPhone X,$694.97,"$1,389.94","2019-05",May 
166,Toby Palfrie,"7 Eggendart Crossing",Salinas,CA ,"93907",1138,2019-11-04,166,1138,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-11",November 
105,Mal Verty,"78191 Hudson Court",El Paso,TX ,"88558",1139,2019-03-22,105,1139,102,1,102,Apple Laptop,$988.72,$988.72,"2019-03",March 
393,Ozzy Yockley,"01 Algoma Way",Kansas City,MO ,"64114",1140,2019-06-23,393,1140,105,2,105,Office Chair,$55.99,$111.98,"2019-06",June 
340,Avril Gisburne,"551 Del Mar Alley",Chicago,IL ,"60641",1141,2019-06-18,340,1141,106,2,106,Great value Juice,$1.99,$3.98,"2019-06",June 
240,Barnard Hatley,"5541 Kim Alley",Duluth,GA ,"30195",1142,2019-10-31,240,1142,108,1,108,Printer,$59.99,$59.99,"2019-10",October 
55,Field Freathy,"911 Daystar Point",Corona,CA ,"92883",1143,2019-04-23,55,1143,102,1,102,Apple Laptop,$988.72,$988.72,"2019-04",April 
131,Raddie Pawlicki,"8 Calypso Point",Pueblo,CO ,"81005",1144,2019-07-14,131,1144,106,3,106,Great value Juice,$1.99,$5.97,"2019-07",July 
258,Oneida Coope,"17288 Stuart Pass",El Paso,TX ,"88584",1145,2020-01-06,258,1145,105,1,105,Office Chair,$55.99,$55.99,"2020-01",January 
180,Georgia Parkman,"3203 Merrick Lane",Houston,TX ,"77065",1146,2019-12-27,180,1146,105,1,105,Office Chair,$55.99,$55.99,"2019-12",December 
226,Alvira Domanek,"99 Northfield Circle",Woburn,MA ,"01813",1147,2019-05-15,226,1147,108,1,108,Printer,$59.99,$59.99,"2019-05",May 
19,Rania Kyne,"4 Birchwood Avenue",New York City,NewYork ,"10175",1148,2019-07-13,19,1148,106,1,106,Great value Juice,$1.99,$1.99,"2019-07",July 
390,Page Heatlie,"863 Rutledge Crossing",Sacramento,CA ,"94237",1149,2019-05-15,390,1149,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-05",May 
373,Letizia Bogges,"96330 Iowa Drive",Atlanta,GA ,"30336",1150,2019-10-07,373,1150,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-10",October 
192,Adiana Veld,"5 Ramsey Avenue",Washington,DC ,"20244",1151,2019-11-23,192,1151,107,7,107,Dove deodorant,$3.99,$27.93,"2019-11",November 
19,Rania Kyne,"4 Birchwood Avenue",New York City,NewYork ,"10175",1152,2019-10-16,19,1152,106,9,106,Great value Juice,$1.99,$17.91,"2019-10",October 
294,Brittany Mccaull,"7221 Glendale Circle",San Francisco,CA ,"94132",1153,2019-09-20,294,1153,104,1,104,Desk,$85.98,$85.98,"2019-09",September
356,Marley Bowerman,"78 John Wall Street",El Paso,TX ,"88589",1154,2019-03-21,356,1154,105,1,105,Office Chair,$55.99,$55.99,"2019-03",March 
60,Marita Rushbury,"08704 Orin Park",Saint Paul,MN ,"55146",1155,2019-07-15,60,1155,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-07",July 
302,Rolando Quadrio,"64 Fairfield Trail",North Hollywood,CA ,"91606",1156,2019-12-15,302,1156,107,8,107,Dove deodorant,$3.99,$31.92,"2019-12",December 
367,Pearl Voysey,"57 Pawling Center",Milwaukee,WI ,"53210",1157,2019-10-06,367,1157,104,1,104,Desk,$85.98,$85.98,"2019-10",October 
70,Lark Battaille,"44 Killdeer Way",Sioux Falls,SD ,"57198",1158,2020-01-18,70,1158,105,3,105,Office Chair,$55.99,$167.97,"2020-01",January 
113,Jamesy Brothwood,"0693 Evergreen Pass",Scranton,PA ,"18514",1159,2019-11-12,113,1159,108,1,108,Printer,$59.99,$59.99,"2019-11",November 
246,Pattin Ferrie,"50493 Paget Circle",Spartanburg,SC ,"29319",1160,2020-01-15,246,1160,106,5,106,Great value Juice,$1.99,$9.95,"2020-01",January 
116,Alisha Ellins,"8106 Dayton Center",Ashburn,VA ,"22093",1161,2019-05-14,116,1161,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-05",May 
387,Doralia Gosnoll,"79616 Gina Alley",Largo,FL ,"34643",1162,2019-05-04,387,1162,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-05",May 
319,Arman Chaim,"7363 Ruskin Circle",Washington,DC ,"20456",1163,2019-10-27,319,1163,107,4,107,Dove deodorant,$3.99,$15.96,"2019-10",October 
